,No,HoMe,Away,Result,HoMe_SCore,Away_SCore
1468,812,ニューカッスルユナイテッド,アストンヴィラ,0,1,1
1469,821,１．FCケルン,VFＢシュツットガルト,2,1,3
1470,821,ハノーファー９６,ＳVダルムシュタット,2,1,2
1471,821,ヘルタＢＳC,FCアウグスブルク,0,0,0
1472,821,FCインゴルシュタット,FＳVマインツ０５,1,1,0
1473,821,ボルシアメンヘングラードバッ,ボルシアドルトムント,2,1,3
1474,821,ホッフェンハイム,バイヤーレヴァークーゼン,0,1,1
1475,821,ノーウィッチシティ,リヴァプール,2,4,5
1476,821,クリスタルパレス,トテナムホットスパー,2,1,3
1477,821,レスターシティ,ストークシティ,1,3,0
1478,821,マンチェスターユナイテッド,サウザンプトン,2,0,1
1479,821,ウェストハムユナイテッド,マンチェスターシティ,0,2,2
1480,821,サンダーランド,ＡFCボーンマウス,0,1,1
1481,821,ウェストブロムウィッチアルビオ,アストンヴィラ,0,0,0
1482,824,シャルケ０４,VFＬヴォルフスブルク,1,3,0
1483,824,アイントラハトフランクフルト,VFＢシュツットガルト,2,2,4
1484,824,ハノーファー９６,FＳVマインツ０５,2,0,1
1485,824,ヘルタＢＳC,ボルシアドルトムント,0,0,0
1486,824,FCインゴルシュタット,FCアウグスブルク,1,2,1
1487,824,バイヤーレヴァークーゼン,バイエルンミュンヘン,0,0,0
1488,824,マンチェスターシティ,レスターシティ,2,1,3
1489,824,アストンヴィラ,ノーウィッチシティ,1,2,0
1490,824,ストークシティ,エヴァートン,2,0,3
1491,824,スウォンジーシティ,クリスタルパレス,0,1,1
1492,824,トテナムホットスパー,ワトフォード,1,1,0
1493,824,リヴァプール,サンダーランド,0,2,2
1494,824,ニューカッスルユナイテッド,ウェストブロムウィッチアルビオ,1,1,0
1495,825,ボルシアドルトムント,ハノーファー９６,1,1,0
1496,825,VFＬヴォルフスブルク,FCインゴルシュタット,1,2,0
1497,825,VFＢシュツットガルト,ヘルタＢＳC,1,2,0
1498,825,ヴェルダーブレーメン,ホッフェンハイム,0,1,1
1499,825,１．FCケルン,アイントラハトフランクフルト,1,3,1
1500,825,ＳVダルムシュタット,バイヤーレヴァークーゼン,2,1,2
1501,825,ＡFCボーンマウス,ストークシティ,2,1,3
1502,825,クリスタルパレス,ワトフォード,2,1,2
1503,825,エヴァートン,ウェストブロムウィッチアルビオ,2,0,1
1504,825,スウォンジーシティ,サウザンプトン,2,0,1
1505,825,チェルシー,ニューカッスルユナイテッド,1,5,1
1506,825,サンダーランド,マンチェスターユナイテッド,1,2,1
1507,825,ノーウィッチシティ,ウェストハムユナイテッド,0,2,2
1508,827,広島,川崎,2,0,1
1509,827,鳥栖,福岡,1,2,1
1510,827,柏,浦和,2,1,2
1511,827,湘南,新潟,2,1,2
1512,827,神戸,甲府,2,0,2
1513,827,磐田,名古屋,2,0,1
1514,827,横浜M,仙台,2,0,1
1515,827,F東京,大宮,2,0,1
1516,827,G大阪,鹿島,2,0,1
1517,827,千葉,徳島,1,2,1
1518,827,熊本,松本,1,1,0
1519,827,町田,C大阪,2,0,1
1520,827,京都,水戸,0,1,1
1521,828,川崎,湘南,0,4,4
1522,828,大宮,柏,1,2,0
1523,828,神戸,新潟,1,6,3
1524,828,浦和,磐田,2,1,2
1525,828,甲府,G大阪,2,0,1
1526,828,鹿島,鳥栖,1,1,0
1527,828,福岡,横浜M,0,1,1
1528,828,名古屋,広島,0,1,1
1529,828,仙台,F東京,2,1,2
1530,828,北九州,山口,2,0,1
1531,828,岡山,千葉,1,2,1
1532,828,徳島,熊本,2,0,1
1533,828,長崎,清水,2,0,3
1534,829,広島,湘南,0,2,2
1535,829,仙台,鹿島,1,1,0
1536,829,浦和,福岡,1,2,0
1537,829,新潟,横浜M,2,1,2
1538,829,鳥栖,甲府,0,1,1
1539,829,柏,磐田,0,2,2
1540,829,川崎,名古屋,1,3,2
1541,829,札幌,愛媛,0,1,1
1542,829,清水,松本,0,0,0
1543,829,岡山,京都,0,2,2
1544,829,C大阪,群馬,1,1,0
1545,829,山口,町田,2,0,2
1546,829,熊本,東京V,1,1,0
1547,830,横浜M,鳥栖,1,2,1
1548,830,新潟,柏,0,2,2
1549,830,名古屋,仙台,1,2,1
1550,830,鹿島,F東京,1,2,0
1551,830,神戸,G大阪,1,2,1
1552,830,甲府,川崎,2,0,4
1553,830,磐田,福岡,0,2,2
1554,830,大宮,広島,2,1,5
1555,830,湘南,浦和,2,0,2
1556,830,北九州,熊本,0,1,1
1557,830,群馬,讃岐,2,1,2
1558,830,松本,千葉,2,0,1
1559,830,京都,長崎,0,0,0
1560,832,長崎,熊本,2,0,2
1561,832,名古屋,湘南,2,0,1
1562,832,柏,仙台,2,0,1
1563,832,川崎,福岡,2,0,1
1564,832,新潟,鳥栖,1,1,0
1565,832,甲府,大宮,0,0,0
1566,832,神戸,鹿島,1,4,1
1567,832,千葉,群馬,0,0,0
1568,832,東京V,町田,2,0,1
1569,832,C大阪,金沢,0,2,2
1570,832,札幌,京都,1,3,1
1571,832,讃岐,徳島,2,1,2
1572,832,岐阜,水戸,1,1,0
1573,834,鳥栖,柏,0,1,1
1574,834,大宮,磐田,0,1,1
1575,834,F東京,名古屋,1,3,2
1576,834,湘南,神戸,2,1,2
1577,834,G大阪,横浜M,2,1,2
1578,834,福岡,新潟,2,0,1
1579,834,川崎,鹿島,0,1,1
1580,834,水戸,群馬,1,1,0
1581,834,金沢,横浜C,2,1,2
1582,834,岡山,東京V,0,1,1
1583,834,長崎,松本,0,1,1
1584,834,C大阪,千葉,1,2,1
1585,834,愛媛,北九州,1,2,1
1586,836,千葉,金沢,1,1,0
1587,836,名古屋,大宮,2,1,2
1588,836,川崎,鳥栖,1,1,0
1589,836,鹿島,広島,1,4,1
1590,836,新潟,磐田,2,1,2
1591,836,柏,F東京,1,1,0
1592,836,横浜M,浦和,0,0,0
1593,836,神戸,福岡,0,0,0
1594,836,仙台,G大阪,2,1,3
1595,836,甲府,湘南,1,3,1
1596,836,札幌,岡山,1,1,0
1597,836,北九州,横浜C,2,0,4
1598,836,清水,C大阪,2,0,2
1599,838,福岡,名古屋,*,0,0
1600,838,浦和,仙台,1,3,1
1601,838,F東京,川崎,2,2,4
1602,838,磐田,横浜M,2,1,5
1603,838,鳥栖,神戸,*,0,0
1604,838,大宮,甲府,0,1,1
1605,838,湘南,鹿島,2,0,3
1606,838,金沢,愛媛,*,0,0
1607,838,徳島,山口,0,1,1
1608,838,長崎,水戸,*,0,0
1609,838,山形,札幌,0,1,1
1610,838,千葉,町田,0,1,1
1611,838,C大阪,北九州,0,1,1
1612,840,札幌,C大阪,1,1,0
1613,840,名古屋,新潟,1,2,1
1614,840,福岡,G大阪,2,0,1
1615,840,横浜M,広島,2,1,2
1616,840,甲府,F東京,0,1,1
1617,840,湘南,大宮,2,0,1
1618,840,神戸,仙台,0,2,2
1619,840,鹿島,柏,2,0,2
1620,840,川崎,浦和,2,0,1
1621,840,鳥栖,磐田,2,0,1
1622,840,京都,徳島,2,0,1
1623,840,町田,長崎,1,1,0
1624,840,金沢,岐阜,2,1,2
1625,841,G大阪,川崎,2,0,1
1626,841,浦和,名古屋,1,4,1
1627,841,磐田,広島,1,1,0
1628,841,仙台,鳥栖,2,0,2
1629,841,柏,神戸,1,2,0
1630,841,F東京,福岡,2,0,1
1631,841,大宮,鹿島,0,0,0
1632,841,新潟,甲府,0,2,2
1633,841,横浜M,湘南,2,0,1
1634,841,群馬,東京V,0,2,2
1635,841,讃岐,北九州,0,1,1
1636,841,長崎,横浜C,2,1,3
1637,841,岐阜,山口,2,1,2
1638,842,北九州,長崎,0,2,2
1639,842,川崎,仙台,0,1,1
1640,842,名古屋,横浜M,1,3,1
1641,842,福岡,大宮,2,1,2
1642,842,神戸,磐田,1,4,1
1643,842,鳥栖,湘南,2,0,1
1644,842,鹿島,新潟,1,2,1
1645,842,甲府,柏,2,0,2
1646,842,金沢,札幌,2,0,1
1647,842,町田,岐阜,0,1,1
1648,842,横浜C,岡山,2,0,2
1649,842,松本,C大阪,2,0,1
1650,842,徳島,水戸,1,1,0
1651,843,長崎,岡山,2,0,3
1652,843,名古屋,神戸,2,0,1
1653,843,横浜M,甲府,0,2,2
1654,843,大宮,浦和,2,0,1
1655,843,広島,鳥栖,1,3,0
1656,843,磐田,鹿島,0,1,1
1657,843,柏,川崎,2,1,3
1658,843,仙台,福岡,1,2,0
1659,843,湘南,F東京,2,0,1
1660,843,新潟,G大阪,0,0,0
1661,843,愛媛,C大阪,0,0,0
1662,843,京都,千葉,0,1,1
1663,843,岐阜,清水,0,1,1
1664,845,仙台,大宮,2,0,1
1665,845,福岡,湘南,1,1,0
1666,845,川崎,神戸,1,3,1
1667,845,甲府,名古屋,0,2,2
1668,845,鹿島,横浜M,1,1,0
1669,845,浦和,新潟,0,0,0
1670,845,水戸,札幌,2,0,1
1671,845,金沢,東京V,0,1,1
1672,845,群馬,横浜C,1,3,1
1673,845,愛媛,京都,2,0,1
1674,845,長崎,山形,0,1,1
1675,845,岡山,岐阜,2,0,1
1676,845,清水,徳島,2,0,1
1677,847,磐田,甲府,1,3,1
1678,847,柏,福岡,1,3,2
1679,847,鳥栖,大宮,2,0,1
1680,847,名古屋,鹿島,2,2,3
1681,847,新潟,川崎,0,0,0
1682,847,神戸,横浜M,2,0,1
1683,847,湘南,仙台,2,0,1
1684,847,徳島,群馬,0,1,1
1685,847,岡山,愛媛,1,2,1
1686,847,北九州,京都,2,1,2
1687,847,山形,金沢,0,0,0
1688,847,横浜C,C大阪,0,1,1
1689,847,熊本,水戸,2,0,1
1690,849,讃岐,水戸,0,1,1
1691,849,横浜M,柏,1,3,0
1692,849,仙台,新潟,1,4,2
1693,849,鳥栖,浦和,0,0,0
1694,849,F東京,G大阪,1,1,0
1695,849,川崎,磐田,1,1,0
1696,849,福岡,広島,2,0,4
1697,849,鹿島,甲府,1,4,0
1698,849,大宮,神戸,0,2,2
1699,849,湘南,名古屋,1,2,1
1700,849,長崎,千葉,0,1,1
1701,849,C大阪,岡山,1,2,1
1702,849,愛媛,東京V,0,0,0
1703,850,岐阜,長崎,2,2,4
1704,850,札幌,千葉,0,2,2
1705,850,大宮,鹿島,1,1,0
1706,850,湘南,神戸,2,0,2
1707,850,磐田,名古屋,2,1,3
1708,850,仙台,横浜M,2,0,2
1709,850,福岡,新潟,1,4,2
1710,850,鳥栖,柏,0,1,1
1711,850,山口,東京V,1,3,1
1712,850,群馬,愛媛,2,1,2
1713,850,山形,横浜C,0,0,0
1714,850,松本,北九州,1,2,1
1715,850,C大阪,讃岐,2,2,3
1716,852,横浜M,川崎,2,0,2
1717,852,新潟,大宮,1,1,0
1718,852,磐田,F東京,0,0,0
1719,852,神戸,広島,0,1,1
1720,852,浦和,鹿島,2,0,2
1721,852,柏,仙台,2,0,2
1722,852,G大阪,湘南,0,3,3
1723,852,甲府,福岡,1,1,0
1724,852,名古屋,鳥栖,2,0,1
1725,852,清水,横浜C,1,3,0
1726,852,岐阜,C大阪,2,0,1
1727,852,北九州,金沢,1,3,2
1728,852,千葉,東京V,0,2,2
1729,854,仙台,甲府,1,2,1
1730,854,大宮,横浜M,0,1,1
1731,854,名古屋,柏,0,1,1
1732,854,広島,浦和,1,4,2
1733,854,鳥栖,G大阪,1,2,1
1734,854,湘南,磐田,1,1,0
1735,854,F東京,新潟,0,1,1
1736,854,神戸,鹿島,2,1,2
1737,854,福岡,川崎,0,2,2
1738,854,東京V,京都,1,2,1
1739,854,清水,千葉,0,1,1
1740,854,松本,山形,1,1,0
1741,854,長崎,群馬,0,2,2
1742,855,浦和,神戸,1,3,1
1743,855,川崎,大宮,1,2,0
1744,855,新潟,鳥栖,1,1,0
1745,855,磐田,仙台,1,3,0
1746,855,G大阪,名古屋,0,3,3
1747,855,鹿島,福岡,1,2,0
1748,855,柏,湘南,0,1,1
1749,855,横浜M,F東京,2,0,1
1750,855,甲府,広島,2,0,3
1751,855,山形,水戸,0,2,2
1752,855,山口,清水,2,0,4
1753,855,横浜C,町田,1,1,0
1754,855,讃岐,岡山,2,0,1
1755,856,甲府,神戸,2,0,3
1756,856,鹿島,G大阪,2,1,3
1757,856,湘南,横浜M,2,0,3
1758,856,広島,磐田,1,3,0
1759,856,鳥栖,F東京,1,3,2
1760,856,福岡,浦和,2,1,2
1761,856,仙台,川崎,2,0,3
1762,856,大宮,名古屋,1,1,0
1763,856,柏,新潟,1,1,0
1764,856,山形,山口,1,2,1
1765,856,岡山,清水,0,2,2
1766,856,岐阜,京都,2,0,1
1767,856,愛媛,千葉,1,2,1
1768,857,名古屋,川崎,2,0,3
1769,857,G大阪,仙台,1,3,1
1770,857,浦和,柏,1,2,0
1771,857,F東京,甲府,1,1,0
1772,857,広島,鹿島,2,2,4
1773,857,横浜M,福岡,1,3,0
1774,857,新潟,湘南,2,0,1
1775,857,磐田,大宮,0,1,1
1776,857,神戸,鳥栖,0,2,2
1777,857,C大阪,札幌,0,0,0
1778,857,千葉,水戸,2,0,1
1779,857,山口,北九州,1,5,1
1780,857,讃岐,愛媛,0,1,1
1781,859,横浜C,熊本,0,1,1
1782,859,磐田,川崎,0,1,1
1783,859,浦和,大宮,0,2,2
1784,859,新潟,仙台,2,1,2
1785,859,G大阪,福岡,0,0,0
1786,859,鳥栖,名古屋,0,0,0
1787,859,甲府,鹿島,0,3,3
1788,859,神戸,湘南,1,2,0
1789,859,F東京,柏,2,0,1
1790,859,広島,横浜M,0,2,2
1791,859,岡山,札幌,0,0,0
1792,859,町田,千葉,2,2,3
1793,859,金沢,山形,1,1,0
1794,861,名古屋,甲府,2,1,3
1795,861,鹿島,浦和,2,1,2
1796,861,川崎,F東京,1,1,0
1797,861,仙台,湘南,1,1,0
1798,861,広島,神戸,1,2,0
1799,861,大宮,新潟,2,1,2
1800,861,柏,G大阪,1,3,2
1801,861,横浜M,磐田,0,1,1
1802,861,福岡,鳥栖,2,2,3
1803,861,山形,岡山,2,0,1
1804,861,金沢,熊本,0,0,0
1805,861,松本,長崎,1,1,0
1806,861,徳島,愛媛,1,2,0
1807,862,甲府,浦和,2,0,2
1808,862,福岡,仙台,0,1,1
1809,862,湘南,川崎,2,2,3
1810,862,新潟,F東京,2,0,1
1811,862,神戸,大宮,1,1,0
1812,862,横浜M,名古屋,0,0,0
1813,862,磐田,柏,2,1,2
1814,862,G大阪,広島,1,1,0
1815,862,鳥栖,鹿島,1,1,0
1816,862,清水,岐阜,1,2,0
1817,862,京都,C大阪,0,3,3
1818,862,横浜C,千葉,1,2,1
1819,862,讃岐,山形,1,2,1
1820,863,鹿島,仙台,2,0,1
1821,863,浦和,湘南,1,4,1
1822,863,F東京,磐田,1,3,2
1823,863,G大阪,鳥栖,1,2,1
1824,863,広島,名古屋,1,2,0
1825,863,大宮,福岡,1,1,0
1826,863,柏,横浜M,2,1,2
1827,863,川崎,甲府,1,4,0
1828,863,新潟,神戸,1,1,0
1829,863,町田,山口,2,2,3
1830,863,C大阪,横浜C,2,2,3
1831,863,金沢,北九州,0,1,1
1832,863,岐阜,讃岐,0,1,1
1833,865,甲府,新潟,1,1,0
1834,865,名古屋,浦和,2,0,2
1835,865,湘南,広島,2,1,2
1836,865,神戸,F東京,1,4,1
1837,865,鳥栖,川崎,1,1,0
1838,865,仙台,柏,1,4,2
1839,865,横浜M,大宮,0,1,1
1840,865,磐田,G大阪,2,0,2
1841,865,福岡,鹿島,2,1,2
1842,865,C大阪,松本,2,0,1
1843,865,清水,山口,0,2,2
1844,865,京都,町田,1,1,0
1845,865,岡山,讃岐,1,3,1
1846,866,浦和,川崎,2,1,2
1847,866,柏,名古屋,1,3,1
1848,866,新潟,福岡,1,3,0
1849,866,磐田,鳥栖,0,1,1
1850,866,G大阪,神戸,2,0,1
1851,866,鹿島,湘南,1,1,0
1852,866,大宮,仙台,1,2,1
1853,866,F東京,横浜M,1,1,0
1854,866,広島,甲府,2,0,1
1855,866,京都,札幌,0,0,0
1856,866,山口,松本,0,0,0
1857,866,横浜C,清水,2,0,2
1858,866,徳島,東京V,1,3,1
1859,868,ボルシアドルトムント,FＳVマインツ０５,1,2,1
1860,868,１．FCケルン,ＳVダルムシュタット,1,2,0
1861,868,ハンブルガーＳV,FCインゴルシュタット,0,1,1
1862,868,FCアウグスブルク,VFＬヴォルフスブルク,2,0,2
1863,868,アイントラハトフランクフルト,シャルケ０４,1,1,0
1864,868,ボルシアメンヘングラードバッ,バイヤーレヴァークーゼン,1,2,1
1865,868,トテナムホットスパー,リヴァプール,0,1,1
1866,868,チェルシー,バーンリーFC,1,3,0
1867,868,レスターシティ,スウォンジーシティ,1,2,1
1868,868,サウザンプトン,サンダーランド,0,1,1
1869,868,ワトフォード,アーセナル,2,1,3
1870,868,エヴァートン,ストークシティ,1,1,0
1871,868,ハルシティ,マンチェスターユナイテッド,2,0,1
1872,870,横浜M,大宮,1,1,0
1873,870,浦和,神戸,1,4,0
1874,870,G大阪,広島,1,6,3
1875,870,福岡,F東京,2,0,2
1876,870,札幌,岡山,2,1,2
1877,870,徳島,北九州,1,2,0
1878,870,山形,群馬,1,5,0
1879,870,千葉,金沢,1,2,0
1880,870,長崎,横浜C,0,1,1
1881,870,清水,水戸,1,3,0
1882,870,讃岐,愛媛,2,0,2
1883,870,熊本,東京V,2,1,5
1884,870,C大阪,京都,0,1,1
1885,872,中国,イラン,0,0,0
1886,872,タイ,日本,2,0,2
1887,872,シリア,韓国,0,0,0
1888,872,ＵＡＥ,オーストラリア,2,0,1
1889,872,カタール,ウズベキスタン,2,0,1
1890,872,イラク,サウジアラビア,2,1,2
1891,872,スイス,ポルトガル,1,2,0
1892,872,スウェーデン,オランダ,0,1,1
1893,872,ウルグアイ,パラグアイ,1,4,0
1894,872,ブラジル,コロンビア,1,2,1
1895,872,ペルー,エクアドル,1,2,1
1896,872,ベネズエラ,アルゼンチン,0,2,2
1897,872,チリ,ボリビア,0,0,0
1898,873,磐田,神戸,2,3,4
1899,873,浦和,鳥栖,1,2,0
1900,873,柏,鹿島,1,2,0
1901,873,新潟,名古屋,2,0,1
1902,873,広島,大宮,2,0,1
1903,873,川崎,福岡,1,3,1
1904,873,仙台,横浜M,2,0,1
1905,873,F東京,湘南,1,3,0
1906,873,G大阪,甲府,1,2,1
1907,873,松本,京都,1,2,0
1908,873,岡山,山口,1,1,0
1909,873,町田,横浜C,0,1,1
1910,873,清水,山形,1,3,1
1911,874,横浜M,新潟,1,3,1
1912,874,甲府,仙台,0,1,1
1913,874,大宮,川崎,1,3,2
1914,874,神戸,柏,0,1,1
1915,874,鳥栖,広島,2,2,3
1916,874,名古屋,G大阪,2,1,3
1917,874,鹿島,磐田,1,3,0
1918,874,F東京,浦和,2,1,3
1919,874,湘南,福岡,2,0,2
1920,874,山形,徳島,1,2,1
1921,874,金沢,町田,2,1,2
1922,874,清水,水戸,1,2,1
1923,874,千葉,山口,0,1,1
1924,876,仙台,名古屋,2,1,2
1925,876,福岡,神戸,2,1,4
1926,876,浦和,広島,1,3,0
1927,876,磐田,湘南,0,0,0
1928,876,G大阪,F東京,0,3,3
1929,876,新潟,鹿島,2,0,2
1930,876,大宮,鳥栖,0,1,1
1931,876,柏,甲府,1,1,0
1932,876,川崎,横浜M,1,3,2
1933,876,愛媛,水戸,0,1,1
1934,876,松本,清水,1,1,0
1935,876,岡山,長崎,0,0,0
1936,876,京都,北九州,0,0,0
1937,877,鹿島,大宮,2,1,3
1938,877,名古屋,福岡,1,5,0
1939,877,浦和,G大阪,1,4,0
1940,877,神戸,川崎,1,3,0
1941,877,広島,F東京,2,0,1
1942,877,湘南,柏,0,0,0
1943,877,磐田,新潟,2,1,2
1944,877,甲府,横浜M,2,0,4
1945,877,鳥栖,仙台,2,2,3
1946,877,C大阪,清水,2,1,2
1947,877,山口,熊本,2,0,2
1948,877,水戸,山形,1,1,0
1949,877,長崎,徳島,2,1,2
1950,879,浦和,F東京,1,3,1
1951,879,横浜M,G大阪,0,1,1
1952,879,札幌,水戸,1,1,0
1953,879,徳島,讃岐,0,0,0
1954,879,松本,岡山,0,1,1
1955,879,横浜C,長崎,0,2,2
1956,879,山形,愛媛,0,2,2
1957,879,清水,町田,1,2,0
1958,879,千葉,京都,2,0,3
1959,879,熊本,群馬,0,1,1
1960,879,C大阪,岐阜,1,3,2
1961,879,東京V,北九州,0,1,1
1962,879,金沢,山口,1,1,0
1963,881,オーストラリア,日本,0,1,1
1964,881,イラク,タイ,1,4,0
1965,881,ウズベキスタン,中国,1,2,0
1966,881,イラン,韓国,1,1,0
1967,881,サウジアラビア,ＵＡＥ,1,3,0
1968,881,カタール,シリア,1,1,0
1969,881,ドイツ,北アイルランド,1,2,0
1970,881,スロバキア,スコットランド,1,3,0
1971,881,ボリビア,エクアドル,0,2,2
1972,881,コロンビア,ウルグアイ,0,2,2
1973,881,アルゼンチン,パラグアイ,2,0,1
1974,881,チリ,ペルー,1,2,1
1975,881,ベネズエラ,ブラジル,2,0,2
1976,882,岡山,C大阪,0,1,1
1977,882,山形,東京V,1,1,0
1978,882,北九州,讃岐,1,3,0
1979,882,水戸,横浜C,0,1,1
1980,882,千葉,松本,2,0,3
1981,882,京都,岐阜,1,1,0
1982,882,町田,熊本,1,1,0
1983,882,山口,徳島,1,2,1
1984,882,愛媛,札幌,0,2,2
1985,882,群馬,長崎,1,3,0
1986,882,金沢,清水,2,0,3
1987,882,長野,大分,1,1,0
1988,882,鹿児島,秋田,1,1,0
1989,883,仙台,神戸,1,3,0
1990,883,大宮,湘南,1,3,2
1991,883,柏,鳥栖,2,2,3
1992,883,F東京,鹿島,1,2,1
1993,883,福岡,甲府,2,1,2
1994,883,川崎,広島,1,2,0
1995,883,横浜M,G大阪,0,2,2
1996,883,新潟,浦和,2,1,2
1997,883,名古屋,磐田,0,1,1
1998,883,札幌,東京V,2,1,2
1999,883,岐阜,町田,2,1,2
2000,883,讃岐,熊本,0,0,0
2001,883,長崎,山口,1,2,1
2002,885,鹿島,川崎,2,0,1
2003,885,柏,大宮,2,1,2
2004,885,磐田,浦和,2,0,1
2005,885,G大阪,新潟,1,3,1
2006,885,広島,福岡,1,4,1
2007,885,F東京,仙台,1,1,0
2008,885,湘南,甲府,1,1,0
2009,885,神戸,名古屋,1,3,0
2010,885,鳥栖,横浜M,0,2,2
2011,885,群馬,清水,2,0,4
2012,885,C大阪,水戸,0,2,2
2013,885,京都,岡山,1,2,0
2014,885,山口,横浜C,2,0,2
2015,886,仙台,磐田,2,0,1
2016,886,鹿島,神戸,2,0,1
2017,886,浦和,横浜M,0,1,1
2018,886,新潟,広島,2,0,1
2019,886,名古屋,湘南,2,1,3
2020,886,大宮,F東京,2,0,1
2021,886,川崎,G大阪,2,2,3
2022,886,甲府,鳥栖,2,0,1
2023,886,福岡,柏,2,0,4
2024,886,清水,京都,1,4,1
2025,886,長崎,北九州,0,0,0
2026,886,松本,熊本,1,1,0
2027,886,愛媛,金沢,1,3,1
2028,887,山形,長崎,1,1,0
2029,887,松本,東京V,1,2,0
2030,887,岐阜,横浜C,1,2,0
2031,887,岡山,水戸,2,1,2
2032,887,北九州,町田,2,1,3
2033,887,徳島,札幌,1,2,1
2034,887,讃岐,清水,2,1,2
2035,887,熊本,京都,2,1,2
2036,887,金沢,千葉,2,1,2
2037,887,群馬,山口,1,2,0
2038,887,C大阪,愛媛,1,1,0
2039,887,秋田,相模原,1,2,1
2040,887,藤枝,鹿児島,1,2,0
2041,888,柏,湘南,2,1,3
2042,888,鹿島,神戸,1,2,1
2043,888,横浜M,新潟,1,1,0
2044,888,鳥栖,広島,2,0,3
2045,888,山口,山形,0,2,2
2046,888,川崎,浦和,0,2,2
2047,888,町田,松本,1,2,1
2048,888,京都,愛媛,2,0,1
2049,888,清水,岡山,1,2,1
2050,888,長崎,讃岐,2,1,2
2051,888,熊本,岐阜,1,1,0
2052,888,千葉,札幌,2,1,2
2053,888,群馬,徳島,2,0,3
2054,889,札幌,金沢,0,0,0
2055,889,水戸,山口,2,0,2
2056,889,松本,横浜C,1,3,2
2057,889,岐阜,東京V,1,4,2
2058,889,徳島,清水,2,1,2
2059,889,山形,北九州,1,3,0
2060,889,C大阪,熊本,1,1,0
2061,889,岡山,群馬,0,3,3
2062,889,愛媛,町田,2,0,1
2063,889,長崎,京都,2,0,2
2064,889,讃岐,千葉,0,1,1
2065,889,長野,鹿児島,1,1,0
2066,889,富山,相模原,0,1,1
2067,891,ボルシアメンヘングラードバッ,ホッフェンハイム,0,1,1
2068,891,１．FCケルン,FCアウグスブルク,0,0,0
2069,891,ハンブルガーＳV,ヴェルダーブレーメン,0,2,2
2070,891,アイントラハトフランクフルト,ボルシアドルトムント,1,2,1
2071,891,バイエルンミュンヘン,バイヤーレヴァークーゼン,1,2,1
2072,891,FCインゴルシュタット,VFＬヴォルフスブルク,0,1,1
2073,891,シャルケ０４,ＳVダルムシュタット,1,3,1
2074,891,ヘルタＢＳC,FＳVマインツ０５,1,2,1
2075,891,バーンリーFC,マンチェスターシティ,2,1,2
2076,891,レスターシティ,ミドルスブラ,0,2,2
2077,891,ハルシティ,ウェストブロムウィッチアルビオ,0,1,1
2078,891,リヴァプール,サンダーランド,1,2,0
2079,891,チェルシー,トテナムホットスパー,1,2,1
2080,892,ボルシアドルトムント,ボルシアメンヘングラードバッ,1,4,1
2081,892,バイヤーレヴァークーゼン,ＳCフライブルク,0,1,1
2082,892,VFＬヴォルフスブルク,ヘルタＢＳC,2,2,3
2083,892,ホッフェンハイム,１．FCケルン,1,4,0
2084,892,ＲＢライプツィヒ,シャルケ０４,1,2,1
2085,892,ヴェルダーブレーメン,FCインゴルシュタット,1,2,1
2086,892,マンチェスターシティ,チェルシー,2,1,3
2087,892,クリスタルパレス,サウザンプトン,1,3,0
2088,892,サンダーランド,レスターシティ,1,2,1
2089,892,トテナムホットスパー,スウォンジーシティ,1,5,0
2090,892,ウェストハムユナイテッド,アーセナル,2,1,5
2091,892,ストークシティ,バーンリーFC,1,2,0
2092,892,ウェストブロムウィッチアルビオ,ワトフォード,1,3,1
2093,894,ハンブルガーＳV,FCアウグスブルク,1,1,0
2094,894,バイエルンミュンヘン,VFＬヴォルフスブルク,1,5,0
2095,894,１．FCケルン,ボルシアドルトムント,0,1,1
2096,894,ＳCフライブルク,ＳVダルムシュタット,1,1,0
2097,894,ヘルタＢＳC,ヴェルダーブレーメン,2,0,1
2098,894,FCインゴルシュタット,ＲＢライプツィヒ,1,1,0
2099,894,ボルシアメンヘングラードバッ,FＳVマインツ０５,1,1,0
2100,894,シャルケ０４,バイヤーレヴァークーゼン,2,0,1
2101,894,アーセナル,ストークシティ,1,3,1
2102,894,バーンリーFC,ＡFCボーンマウス,1,3,2
2103,894,ハルシティ,クリスタルパレス,0,3,3
2104,894,スウォンジーシティ,サンダーランド,1,3,0
2105,894,レスターシティ,マンチェスターシティ,1,4,2
2106,897,シャルケ０４,ＳCフライブルク,0,1,1
2107,897,FＳVマインツ０５,ハンブルガーＳV,1,3,1
2108,897,FCアウグスブルク,ボルシアメンヘングラードバッ,1,1,0
2109,897,ヴェルダーブレーメン,１．FCケルン,0,1,1
2110,897,ＲＢライプツィヒ,ヘルタＢＳC,1,2,0
2111,897,VFＬヴォルフスブルク,アイントラハトフランクフルト,1,1,0
2112,897,ＳVダルムシュタット,バイエルンミュンヘン,2,0,1
2113,897,クリスタルパレス,チェルシー,2,0,1
2114,897,ミドルスブラ,スウォンジーシティ,1,3,0
2115,897,ストークシティ,レスターシティ,0,2,2
2116,897,サンダーランド,ワトフォード,1,1,0
2117,897,ウェストブロムウィッチアルビオ,マンチェスターユナイテッド,2,0,2
2118,897,マンチェスターシティ,アーセナル,1,2,1
2119,904,ヴェルダーブレーメン,ボルシアドルトムント,2,1,2
