,No,HoMe,Away,Result,HoMe_SCore,Away_SCore
4013,1136,オマーン,バングラデシュ,1,4,1
4014,1136,モルディブ,フィリピン,2,1,2
4015,1136,ウズベキスタン,サウジアラビア,2,2,3
4016,1136,アフガニスタン,インド,0,1,1
4017,1137,山口,山形,2,2,3
4018,1137,愛媛,琉球,2,1,2
4019,1137,京都,千葉,1,1,0
4020,1137,長崎,栃木,2,0,1
4021,1137,東京V,徳島,2,1,2
4022,1137,福岡,金沢,2,0,2
4023,1137,大宮,新潟,0,1,1
4024,1137,町田,柏,2,0,3
4025,1137,鹿児島,水戸,1,1,0
4026,1137,岐阜,甲府,2,1,3
4027,1137,岡山,横浜C,2,0,1
4028,1137,八戸,富山,1,2,0
4029,1137,鳥取,福島,2,1,2
4030,1138,モルディブ,グアム,1,3,1
4031,1138,ウズベキスタン,パレスチナ,1,2,0
4032,1138,マレーシア,インドネシア,1,2,0
4033,1138,シリア,フィリピン,1,1,0
4034,1138,オマーン,インド,1,1,0
4035,1138,ネパール,クウェート,2,0,1
4036,1138,ベトナム,タイ,0,0,0
4037,1138,キルギス,タジキスタン,0,1,1
4038,1138,ヨルダン,台湾,1,5,0
4039,1138,レバノン,北朝鮮,0,0,0
4040,1138,ミャンマー,モンゴル,1,1,0
4041,1138,トルクメニスタン,スリランカ,1,2,0
4042,1138,イエメン,シンガポール,2,1,2
4043,1139,神戸,C大阪,1,1,0
4044,1139,F東京,湘南,0,1,1
4045,1139,清水,大分,0,1,1
4046,1139,札幌,磐田,2,1,2
4047,1139,G大阪,仙台,1,2,0
4048,1139,松本,横浜M,2,0,1
4049,1139,名古屋,鳥栖,0,0,0
4050,1139,柏,京都,1,13,1
4051,1139,金沢,大宮,0,1,1
4052,1139,水戸,岡山,1,1,0
4053,1139,福岡,鹿児島,1,2,1
4054,1139,山形,町田,2,1,2
4055,1139,新潟,長崎,1,2,1
4056,1140,鹿島,神戸,2,1,3
4057,1140,F東京,浦和,0,1,1
4058,1140,G大阪,松本,1,4,1
4059,1140,仙台,大分,1,2,0
4060,1140,鳥栖,札幌,2,0,2
4061,1140,湘南,広島,1,1,0
4062,1140,川崎,横浜M,2,1,4
4063,1140,磐田,名古屋,1,2,1
4064,1140,C大阪,清水,1,2,1
4065,1140,北九州,鳥取,0,1,1
4066,1140,熊本,福島,1,2,1
4067,1140,讃岐,八戸,1,1,0
4068,1140,群馬,岩手,1,1,0
4069,1141,浦和,G大阪,2,2,3
4070,1141,清水,鳥栖,1,1,0
4071,1141,名古屋,鹿島,2,0,1
4072,1141,札幌,川崎,2,1,2
4073,1141,広島,仙台,1,1,0
4074,1141,神戸,磐田,1,4,1
4075,1141,横浜M,F東京,1,3,0
4076,1141,松本,湘南,0,1,1
4077,1141,大分,C大阪,2,0,2
4078,1141,福島,群馬,2,1,2
4079,1141,藤枝,北九州,1,1,0
4080,1141,岩手,讃岐,0,1,1
4081,1141,長野,熊本,1,1,0
4082,1142,バイエルンミュンヘン,ヴェルダーブレーメン,1,6,1
4083,1142,FＳVマインツ０５,ボルシアドルトムント,2,0,4
4084,1142,ヘルタＢＳC,ＳCフライブルク,1,1,0
4085,1142,ＳCパーダーボルン,ウニオンベルリン,0,1,1
4086,1142,フォルトナデュッセルドルフ,ＲＢライプツィヒ,2,0,3
4087,1142,１．FCケルン,バイヤーレヴァークーゼン,1,2,0
4088,1142,VFＬヴォルフスブルク,ボルシアメンヘングラードバッ,1,2,1
4089,1142,シャルケ０４,アイントラハトフランクフルト,1,1,0
4090,1142,バーンリーFC,ニューカッスルユナイテッド,1,1,0
4091,1142,サウザンプトン,ウェストハムユナイテッド,2,0,1
4092,1142,リヴァプール,ワトフォード,1,2,0
4093,1142,チェルシー,ＡFCボーンマウス,2,0,1
4094,1142,レスターシティ,ノーウィッチシティ,0,1,1
4095,1145,シャルケ０４,ＳCフライブルク,0,2,2
4096,1145,１．FCケルン,ヴェルダーブレーメン,1,1,0
4097,1145,バイエルンミュンヘン,VFＬヴォルフスブルク,1,2,0
4098,1145,ＲＢライプツィヒ,FCアウグスブルク,1,3,1
4099,1145,ヘルタＢＳC,ボルシアメンヘングラードバッ,0,0,0
4100,1145,FＳVマインツ０５,バイヤーレヴァークーゼン,2,0,1
4101,1145,アストンヴィラ,サウザンプトン,2,1,3
4102,1145,ニューカッスルユナイテッド,クリスタルパレス,1,1,0
4103,1145,マンチェスターシティ,レスターシティ,1,3,1
4104,1145,エヴァートン,アーセナル,0,0,0
4105,1145,ＡFCボーンマウス,バーンリーFC,2,0,1
4106,1145,ブライトンアンドホーヴアルビオ,シェフィールドユナイテッド,2,0,1
4107,1145,ノーウィッチシティ,ウルヴァーハンプトンワンダラ,2,1,2
4108,1148,ホッフェンハイム,アイントラハトフランクフルト,2,1,2
4109,1148,フォルトナデュッセルドルフ,ヴェルダーブレーメン,2,0,1
4110,1148,FＳVマインツ０５,ＳCフライブルク,2,1,2
4111,1148,FCアウグスブルク,ボルシアドルトムント,2,3,5
4112,1148,ＲＢライプツィヒ,ウニオンベルリン,1,3,1
4113,1148,１．FCケルン,VFＬヴォルフスブルク,1,3,1
4114,1148,マンチェスターシティ,クリスタルパレス,0,2,2
4115,1148,サウザンプトン,ウルヴァーハンプトンワンダラ,2,2,3
4116,1148,ニューカッスルユナイテッド,チェルシー,1,1,0
4117,1148,ワトフォード,トテナムホットスパー,0,0,0
4118,1148,アーセナル,シェフィールドユナイテッド,0,1,1
4119,1148,ブライトンアンドホーヴアルビオ,アストンヴィラ,0,1,1
4120,1148,ウェストハムユナイテッド,エヴァートン,0,1,1
4121,1151,フォルトナデュッセルドルフ,アイントラハトフランクフルト,0,1,1
4122,1151,FCアウグスブルク,ヴェルダーブレーメン,1,2,1
4123,1151,ホッフェンハイム,バイヤーレヴァークーゼン,1,2,1
4124,1151,FＳVマインツ０５,バイエルンミュンヘン,2,1,3
4125,1151,ＲＢライプツィヒ,ボルシアメンヘングラードバッ,0,2,2
4126,1151,ボルシアドルトムント,ウニオンベルリン,1,5,0
4127,1151,レスターシティ,チェルシー,0,2,2
4128,1151,リヴァプール,サウザンプトン,1,4,0
4129,1151,ニューカッスルユナイテッド,ノーウィッチシティ,0,0,0
4130,1151,クリスタルパレス,シェフィールドユナイテッド,2,0,1
4131,1151,マンチェスターユナイテッド,ウルヴァーハンプトンワンダラ,0,0,0
4132,1151,ワトフォード,エヴァートン,2,2,3
4133,1151,ウェストハムユナイテッド,ブライトンアンドホーヴアルビオ,0,3,3
4134,1154,仙台,名古屋,0,1,1
4135,1154,C大阪,大分,1,1,0
4136,1154,清水,F東京,2,1,3
4137,1154,横浜M,G大阪,2,1,2
4138,1154,広島,鹿島,1,3,0
4139,1154,柏,札幌,1,4,2
4140,1154,川崎,鳥栖,0,0,0
4141,1154,神戸,横浜C,0,1,1
4142,1154,愛媛,松本,2,1,2
4143,1154,北九州,福岡,2,0,1
4144,1154,群馬,新潟,2,0,3
4145,1154,水戸,大宮,2,1,2
4146,1154,岡山,金沢,1,1,0
4147,1156,F東京,横浜M,*,0,0
4148,1156,名古屋,湘南,*,0,0
4149,1156,横浜C,柏,*,0,0
4150,1156,大分,清水,*,0,0
4151,1156,G大阪,仙台,*,0,0
4152,1156,鳥栖,C大阪,*,0,0
4153,1156,川崎,札幌,*,0,0
4154,1156,浦和,広島,*,0,0
4155,1156,京都,長崎,*,0,0
4156,1156,琉球,岡山,*,0,0
4157,1156,大宮,徳島,*,0,0
4158,1156,水戸,栃木,*,0,0
4159,1156,山口,北九州,*,0,0
4160,1158,バイヤーレヴァークーゼン,アイントラハトフランクフルト,1,4,0
4161,1158,ヘルタＢＳC,ヴェルダーブレーメン,0,2,2
4162,1158,VFＬヴォルフスブルク,ＲＢライプツィヒ,0,0,0
4163,1158,シャルケ０４,ホッフェンハイム,0,1,1
4164,1158,ボルシアメンヘングラードバッ,ボルシアドルトムント,2,1,2
4165,1158,ＳCフライブルク,ウニオンベルリン,1,3,1
4166,1158,リヴァプール,ＡFCボーンマウス,1,2,1
4167,1158,サウザンプトン,ニューカッスルユナイテッド,2,0,1
4168,1158,バーンリーFC,トテナムホットスパー,0,1,1
4169,1158,アーセナル,ウェストハムユナイテッド,1,1,0
4170,1158,シェフィールドユナイテッド,ノーウィッチシティ,1,1,0
4171,1158,ウルヴァーハンプトンワンダラ,ブライトンアンドホーヴアルビオ,0,0,0
4172,1158,クリスタルパレス,ワトフォード,1,1,0
4173,1159,ボルシアドルトムント,シャルケ０４,*,0,0
4174,1159,ＲＢライプツィヒ,ＳCフライブルク,*,0,0
4175,1159,ホッフェンハイム,ヘルタＢＳC,*,0,0
4176,1159,１．FCケルン,FＳVマインツ０５,*,0,0
4177,1159,ウニオンベルリン,バイエルンミュンヘン,*,0,0
4178,1159,アイントラハトフランクフルト,ボルシアメンヘングラードバッ,*,0,0
4179,1159,FCアウグスブルク,VFＬヴォルフスブルク,*,0,0
4180,1159,ワトフォード,レスターシティ,*,0,0
4181,1159,マンチェスターシティ,バーンリーFC,*,0,0
4182,1159,ニューカッスルユナイテッド,シェフィールドユナイテッド,*,0,0
4183,1159,ノーウィッチシティ,サウザンプトン,*,0,0
4184,1159,アストンヴィラ,チェルシー,*,0,0
4185,1159,ブライトンアンドホーヴアルビオ,アーセナル,*,0,0
4186,1160,川崎,C大阪,*,0,0
4187,1160,大分,G大阪,*,0,0
4188,1160,湘南,札幌,*,0,0
4189,1160,清水,横浜M,*,0,0
4190,1160,浦和,仙台,*,0,0
4191,1160,鹿島,鳥栖,*,0,0
4192,1160,F東京,広島,*,0,0
4193,1160,横浜C,名古屋,*,0,0
4194,1160,神戸,柏,*,0,0
4195,1160,磐田,栃木,*,0,0
4196,1160,山形,大宮,*,0,0
4197,1160,群馬,琉球,*,0,0
4198,1160,松本,徳島,*,0,0
4199,1161,FＳVマインツ０５,ＲＢライプツィヒ,*,0,0
4200,1161,ＳCフライブルク,ヴェルダーブレーメン,*,0,0
4201,1161,シャルケ０４,FCアウグスブルク,*,0,0
4202,1161,１．FCケルン,フォルトナデュッセルドルフ,*,0,0
4203,1161,ヘルタＢＳC,ウニオンベルリン,*,0,0
4204,1161,ＳCパーダーボルン,ホッフェンハイム,*,0,0
4205,1161,ボルシアメンヘングラードバッ,バイヤーレヴァークーゼン,*,0,0
4206,1161,VFＬヴォルフスブルク,ボルシアドルトムント,*,0,0
4207,1161,バイエルンミュンヘン,アイントラハトフランクフルト,*,0,0
4208,1161,トテナムホットスパー,ウェストハムユナイテッド,*,0,0
4209,1161,ウルヴァーハンプトンワンダラ,ＡFCボーンマウス,*,0,0
4210,1161,バーンリーFC,ワトフォード,*,0,0
4211,1161,リヴァプール,クリスタルパレス,*,0,0
4212,1163,徳島,山形,*,0,0
4213,1163,東京V,千葉,*,0,0
4214,1163,甲府,琉球,*,0,0
4215,1163,群馬,磐田,*,0,0
4216,1163,長崎,町田,*,0,0
4217,1163,新潟,水戸,*,0,0
4218,1163,愛媛,福岡,*,0,0
4219,1163,松本,金沢,*,0,0
4220,1163,北九州,京都,*,0,0
4221,1163,岡山,大宮,*,0,0
4222,1163,今治,Ｙ横浜,*,0,0
4223,1163,八戸,岐阜,*,0,0
4224,1163,福島,讃岐,*,0,0
4225,1168,東京V,町田,0,1,1
4226,1168,愛媛,徳島,1,4,3
4227,1168,山形,栃木,1,1,0
4228,1168,群馬,水戸,2,1,3
4229,1168,長崎,北九州,1,2,1
4230,1168,千葉,大宮,2,0,1
4231,1168,岡山,山口,0,2,2
4232,1168,京都,磐田,1,2,0
4233,1168,琉球,福岡,0,1,1
4234,1168,甲府,新潟,0,3,3
4235,1168,金沢,松本,0,0,0
4236,1168,岐阜,今治,0,0,0
4237,1168,熊本,鹿児島,1,3,2
4238,1169,G大阪,C大阪,2,1,2
4239,1169,横浜C,札幌,2,1,2
4240,1169,清水,名古屋,2,1,2
4241,1169,大分,鳥栖,1,2,0
4242,1169,柏,F東京,2,0,1
4243,1169,浦和,横浜M,0,0,0
4244,1169,川崎,鹿島,1,2,1
4245,1169,湘南,仙台,2,0,1
4246,1169,神戸,広島,2,0,3
4247,1169,新潟,金沢,2,3,5
4248,1169,松本,甲府,0,1,1
4249,1169,徳島,京都,0,1,1
4250,1169,北九州,琉球,1,4,0
4251,1170,大分,神戸,0,1,1
4252,1170,横浜C,仙台,0,1,1
4253,1170,浦和,鹿島,1,1,0
4254,1170,C大阪,名古屋,2,0,2
4255,1170,湘南,札幌,0,0,0
4256,1170,川崎,柏,1,3,1
4257,1170,清水,G大阪,2,1,2
4258,1170,鳥栖,広島,0,0,0
4259,1170,横浜M,F東京,2,1,3
4260,1170,山形,水戸,0,1,1
4261,1170,群馬,町田,2,0,1
4262,1170,長崎,愛媛,1,2,0
4263,1170,磐田,山口,1,2,1
4264,1171,水戸,松本,0,2,2
4265,1171,金沢,千葉,2,0,2
4266,1171,福岡,磐田,1,1,0
4267,1171,東京V,甲府,1,4,2
4268,1171,徳島,山口,1,4,0
4269,1171,山形,群馬,2,2,3
4270,1171,栃木,大宮,1,1,0
4271,1171,町田,新潟,0,3,3
4272,1171,愛媛,岡山,2,0,1
4273,1171,北九州,京都,0,0,0
4274,1171,琉球,長崎,0,1,1
4275,1171,長野,福島,1,2,1
4276,1171,富山,秋田,2,0,1
4277,1172,仙台,札幌,0,2,2
4278,1172,鹿島,横浜M,1,4,2
4279,1172,柏,湘南,1,3,2
4280,1172,神戸,清水,1,3,1
4281,1172,広島,C大阪,2,1,2
4282,1172,横浜C,川崎,2,1,5
4283,1172,名古屋,鳥栖,1,1,0
4284,1172,F東京,浦和,1,2,0
4285,1172,G大阪,大分,1,2,1
4286,1172,山口,琉球,1,4,1
4287,1172,千葉,東京V,2,1,2
4288,1172,甲府,大宮,1,1,0
4289,1172,新潟,山形,0,1,1
4290,1174,長崎,京都,1,1,0
4291,1174,横浜C,浦和,2,0,2
4292,1174,広島,名古屋,*,0,0
4293,1174,鹿島,F東京,0,2,2
4294,1174,神戸,G大阪,2,0,2
4295,1174,川崎,湘南,1,3,1
4296,1174,札幌,横浜M,1,3,1
4297,1174,清水,大分,1,4,2
4298,1174,鳥栖,C大阪,0,1,1
4299,1174,柏,仙台,1,5,1
4300,1174,大宮,松本,1,1,0
4301,1174,磐田,徳島,2,0,2
4302,1174,愛媛,琉球,0,1,1
4303,1175,山形,千葉,0,0,0
4304,1175,松本,町田,2,0,2
4305,1175,岡山,京都,0,1,1
4306,1175,水戸,甲府,0,2,2
4307,1175,福岡,愛媛,0,1,1
4308,1175,群馬,栃木,2,0,1
4309,1175,東京V,新潟,0,1,1
4310,1175,金沢,大宮,2,0,1
4311,1175,山口,長崎,2,1,2
4312,1175,北九州,徳島,1,2,0
4313,1175,琉球,磐田,0,2,2
4314,1175,富山,藤枝,1,3,0
4315,1175,Ｙ横浜,福島,1,2,1
4316,1176,仙台,横浜M,2,0,1
4317,1176,名古屋,柏,2,0,1
4318,1176,湘南,C大阪,2,0,1
4319,1176,G大阪,川崎,2,0,1
4320,1176,浦和,清水,0,1,1
4321,1176,F東京,鳥栖,2,2,3
4322,1176,札幌,神戸,2,2,3
4323,1176,横浜C,広島,2,0,2
4324,1176,大分,鹿島,2,1,4
4325,1176,栃木,新潟,0,0,0
4326,1176,甲府,山口,0,1,1
4327,1176,岡山,琉球,2,1,2
4328,1176,長崎,東京V,0,0,0
4329,1178,清水,札幌,1,3,1
4330,1178,名古屋,浦和,1,6,2
4331,1178,鹿島,鳥栖,1,2,0
4332,1178,川崎,大分,1,2,0
4333,1178,G大阪,横浜C,1,2,1
4334,1178,横浜M,柏,0,1,1
4335,1178,神戸,仙台,2,1,2
4336,1178,広島,湘南,1,1,0
4337,1178,C大阪,F東京,0,0,0
4338,1178,東京V,琉球,2,0,1
4339,1178,福岡,甲府,0,2,2
4340,1178,山形,京都,2,3,4
4341,1178,金沢,愛媛,1,4,3
4342,1179,仙台,C大阪,2,0,3
4343,1179,札幌,横浜C,0,1,1
4344,1179,広島,鳥栖,*,0,0
4345,1179,清水,鹿島,2,2,3
4346,1179,湘南,G大阪,2,1,2
4347,1179,名古屋,川崎,0,2,2
4348,1179,柏,大分,1,3,1
4349,1179,町田,徳島,2,0,1
4350,1179,新潟,山口,1,2,1
4351,1179,愛媛,山形,2,0,1
4352,1179,大宮,磐田,0,2,2
4353,1179,福岡,東京V,2,1,3
4354,1179,長崎,群馬,1,3,1
4355,1180,札幌,川崎,2,1,6
4356,1180,仙台,清水,0,0,0
4357,1180,大分,横浜M,1,1,0
4358,1180,浦和,広島,1,1,0
4359,1180,柏,C大阪,2,1,3
4360,1180,F東京,名古屋,1,1,0
4361,1180,横浜C,湘南,1,4,2
4362,1180,鳥栖,G大阪,*,0,0
4363,1180,鹿島,神戸,0,2,2
4364,1180,磐田,千葉,2,1,2
4365,1180,松本,福岡,1,1,0
4366,1180,岡山,新潟,1,1,0
4367,1180,山形,長崎,1,1,0
4368,1181,横浜C,鹿島,1,1,0
4369,1181,神戸,柏,2,2,3
4370,1181,湘南,名古屋,2,0,1
4371,1181,清水,横浜M,2,3,4
4372,1181,札幌,大分,0,1,1
4373,1181,川崎,C大阪,1,5,2
4374,1181,G大阪,浦和,2,1,3
4375,1181,広島,F東京,0,3,3
4376,1181,徳島,岡山,0,0,0
4377,1181,町田,磐田,0,0,0
4378,1181,金沢,山形,0,1,1
4379,1181,福岡,水戸,2,0,1
4380,1181,群馬,山口,1,2,1
4381,1182,清水,横浜C,2,2,3
4382,1182,名古屋,川崎,1,1,0
4383,1182,F東京,湘南,1,3,0
4384,1182,鹿島,G大阪,0,1,1
4385,1182,大分,柏,0,0,0
4386,1182,浦和,神戸,2,1,2
4387,1182,横浜M,広島,1,3,1
4388,1182,C大阪,仙台,1,2,1
4389,1182,山口,町田,2,0,2
4390,1182,愛媛,大宮,1,2,1
4391,1182,岡山,群馬,2,0,1
4392,1182,栃木,福岡,2,0,1
4393,1182,山形,甲府,1,3,1
4394,1183,神戸,横浜M,0,3,3
4395,1183,札幌,名古屋,0,0,0
4396,1183,浦和,大分,1,2,1
4397,1183,川崎,清水,1,5,0
4398,1183,広島,仙台,0,1,1
4399,1183,柏,鹿島,2,2,3
4400,1183,G大阪,F東京,2,1,3
4401,1183,横浜C,C大阪,2,1,2
4402,1183,甲府,栃木,2,0,1
4403,1183,長崎,大宮,1,1,0
4404,1183,松本,徳島,2,1,3
4405,1183,山口,金沢,2,1,3
4406,1183,北九州,千葉,1,3,2
4407,1184,札幌,横浜M,0,1,1
4408,1184,神戸,川崎,2,0,6
4409,1184,F東京,名古屋,1,3,0
4410,1184,C大阪,柏,2,0,3
4411,1184,金沢,琉球,1,2,1
4412,1184,山形,山口,0,0,0
4413,1184,大宮,京都,1,1,0
4414,1184,新潟,長崎,0,2,2
4415,1184,岡山,松本,1,1,0
4416,1184,徳島,水戸,2,1,2
4417,1184,栃木,北九州,0,2,2
4418,1184,甲府,群馬,1,1,0
4419,1184,愛媛,町田,2,1,2
4420,1185,札幌,広島,2,0,2
4421,1185,横浜M,川崎,2,1,3
4422,1185,名古屋,鹿島,2,1,3
4423,1185,仙台,G大阪,2,1,4
4424,1185,大分,F東京,2,0,1
4425,1185,清水,柏,2,1,2
4426,1185,湘南,神戸,0,1,1
4427,1185,鳥栖,横浜C,1,3,0
4428,1185,C大阪,浦和,1,3,0
4429,1185,金沢,長崎,0,1,1
4430,1185,徳島,群馬,1,2,0
4431,1185,京都,千葉,1,2,0
4432,1185,松本,山形,1,1,0
4433,1186,川崎,神戸,1,3,2
4434,1186,広島,清水,1,4,1
4435,1186,大分,湘南,0,2,2
4436,1186,鹿島,仙台,1,2,1
4437,1186,浦和,鳥栖,0,2,2
4438,1186,柏,G大阪,1,3,0
4439,1186,F東京,横浜C,1,2,1
4440,1186,名古屋,横浜M,1,2,1
4441,1186,C大阪,札幌,1,2,0
4442,1186,磐田,水戸,0,0,0
4443,1186,栃木,徳島,2,0,1
4444,1186,甲府,長崎,1,2,0
4445,1186,山口,松本,0,2,2
4446,1187,清水,鹿島,2,1,2
4447,1187,神戸,F東京,0,2,2
4448,1187,仙台,大分,2,0,3
4449,1187,鳥栖,柏,1,2,1
4450,1187,横浜M,C大阪,2,1,2
4451,1187,札幌,浦和,2,3,4
4452,1187,横浜C,名古屋,1,3,2
4453,1187,川崎,広島,1,5,1
4454,1187,G大阪,湘南,2,0,1
4455,1187,徳島,金沢,0,1,1
4456,1187,岡山,甲府,0,0,0
4457,1187,水戸,山口,1,4,2
4458,1187,栃木,松本,0,1,1
4459,1189,札幌,G大阪,2,0,1
4460,1189,鳥栖,横浜M,2,1,3
4461,1189,C大阪,鹿島,2,1,2
4462,1189,湘南,清水,2,0,3
4463,1189,柏,広島,0,1,1
4464,1189,名古屋,神戸,1,2,1
4465,1189,大分,横浜C,1,1,0
4466,1189,浦和,川崎,2,0,3
4467,1189,F東京,仙台,1,1,0
4468,1189,松本,長崎,0,2,2
4469,1189,新潟,徳島,2,0,1
4470,1189,甲府,京都,0,0,0
4471,1189,山形,北九州,2,0,2
4472,1190,札幌,柏,2,0,1
4473,1190,鹿島,湘南,1,1,0
4474,1190,川崎,横浜C,1,3,2
4475,1190,G大阪,名古屋,1,2,1
4476,1190,清水,浦和,2,1,2
4477,1190,F東京,C大阪,1,2,0
4478,1190,神戸,鳥栖,1,4,3
4479,1190,大分,広島,2,0,2
4480,1190,横浜M,仙台,1,3,1
4481,1190,岡山,山形,1,2,1
4482,1190,愛媛,新潟,0,0,0
4483,1190,北九州,水戸,2,0,3
4484,1190,磐田,甲府,0,1,1
4485,1191,名古屋,清水,1,3,1
4486,1191,浦和,横浜C,2,0,2
4487,1191,鳥栖,F東京,1,3,0
4488,1191,鹿島,大分,2,0,2
4489,1191,柏,横浜M,2,1,3
4490,1191,神戸,札幌,1,4,0
4491,1191,仙台,C大阪,2,2,3
4492,1191,広島,G大阪,2,1,2
4493,1191,湘南,川崎,2,0,1
4494,1191,新潟,甲府,0,1,1
4495,1191,山形,磐田,1,1,0
4496,1191,愛媛,金沢,0,0,0
4497,1191,水戸,群馬,1,3,1
